doi,title,source,nnaa_track,pmid,journal,pub_date,abstract,nnaa_compound,ai_article_type,ai_pass,ai_rationale_zh,ai_nnaa_category,ai_synthesis_method,ai_has_pathway_or_synthesis,ai_compound,fetched_at,publication_types,ai_domain_relevant,ai_has_experiment,lit_type_zh
10.1016/j.jbiotec.2015.03.015,Automated production of functional membrane proteins using eukaryotic cell-free translation systems.,pubmed,gce,25828454,Journal of biotechnology,2015-Jun-10,"Due to their high abundance and pharmacological relevance there is a growing demand for the efficient production of functional membrane proteins. In this context, cell-free protein synthesis represents a valuable alternative that allows for the high-throughput synthesis of functional membrane proteins. Here, we demonstrate the potential of our cell-free protein synthesis system, based on lysates from cultured Spodoptera frugiperda 21 cells, to produce pro- and eukaryotic membrane proteins with individual topological characteristics in an automated fashion. Analytical techniques, including confocal laser scanning microscopy, fluorescence detection of eYFP fusion proteins in a microplate reader and in-gel fluorescence of statistically incorporated fluorescent amino acid derivatives were employed. The reproducibility of our automated synthesis approach is underlined by coefficients of variation below 7.2%. Moreover, the functionality of the cell-free synthesized potassium channel KcsA was analyzed electrophysiologically. Finally, we expanded our cell-free membrane protein synthesis system by an orthogonal tRNA/synthetase pair for the site-directed incorporation of p-Azido-l-phenylalanine based on stop codon suppression. Incorporation was optimized by performance of a two-dimensional screening with different Mg(2+) and lysate concentrations. Subsequently, the selective modification of membrane proteins with incorporated p-Azido-l-phenylalanine was exemplified by Staudinger ligation with a phosphine-based fluorescence dye.",,research_article,true,在无细胞系统中通过正交tRNA/合成酶对实现p-azido-L-苯丙氨酸的定点掺入，并优化掺入条件，明确描述了GCE介导的ncAA整合工艺。,gce,fermentation,yes,p-azidophenylalanine,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1093/nar/gkv202,Broadening the versatility of lentiviral vectors as a tool in nucleic acid research via genetic code expansion.,pubmed,gce,25765642,Nucleic acids research,2015-Jun-23,"With the aim of broadening the versatility of lentiviral vectors as a tool in nucleic acid research, we expanded the genetic code in the propagation of lentiviral vectors for site-specific incorporation of chemical moieties with unique properties. Through systematic exploration of the structure-function relationship of lentiviral VSVg envelope by site-specific mutagenesis and incorporation of residues displaying azide- and diazirine-moieties, the modifiable sites on the vector surface were identified, with most at the PH domain that neither affects the expression of envelope protein nor propagation or infectivity of the progeny virus. Furthermore, via the incorporation of such chemical moieties, a variety of fluorescence probes, ligands, PEG and other functional molecules are conjugated, orthogonally and stoichiometrically, to the lentiviral vector. Using this methodology, a facile platform is established that is useful for tracking virus movement, targeting gene delivery and detecting virus-host interactions. This study may provide a new direction for rational design of lentiviral vectors, with significant impact on both basic research and therapeutic applications.",,research_article,true,通过遗传密码扩展在慢病毒包膜蛋白中位点特异性引入含叠氮和二氮杂环丙烯基团的非天然氨基酸，并用于后续偶联，明确使用GCE技术整合NNAA，属于NNAA在蛋白工程中的制备与应用结合，摘要描述了整合策略和功能化流程。,gce,enzymatic,yes,,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1113/jphysiol.2014.287714,Atom-by-atom engineering of voltage-gated ion channels: magnified insights into function and pharmacology.,pubmed,gce,25640301,The Journal of physiology,2015-Jun-15,"Unnatural amino acid incorporation into ion channels has proven to be a valuable approach to interrogate detailed hypotheses arising from atomic resolution structures. In this short review, we provide a brief overview of some of the basic principles and methods for incorporation of unnatural amino acids into proteins. We also review insights into the function and pharmacology of voltage-gated ion channels that have emerged from unnatural amino acid mutagenesis approaches.",,review,true,综述文章明确讨论非天然氨基酸在离子通道研究中的应用及整合方法，属于GCE范畴，虽未详述具体合成路线，但涵盖方法学，对数据库有参考价值。,gce,unclear,unclear,,2026-07-23 18:45:34,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1093/nar/gku1087,Revealing the amino acid composition of proteins within an expanded genetic code.,pubmed,gce,25378305,Nucleic acids research,2015-Jan,"The genetic code can be manipulated to reassign codons for the incorporation of non-standard amino acids (NSAA). Deletion of release factor 1 in Escherichia coli enhances translation of UAG (Stop) codons, yet may also extended protein synthesis at natural UAG terminated messenger RNAs. The fidelity of protein synthesis at reassigned UAG codons and the purity of the NSAA containing proteins produced require careful examination. Proteomics would be an ideal tool for these tasks, but conventional proteomic analyses cannot readily identify the extended proteins and accurately discover multiple amino acid (AA) insertions at a single UAG. To address these challenges, we created a new proteomic workflow that enabled the detection of UAG readthrough in native proteins in E. coli strains in which UAG was reassigned to encode phosphoserine. The method also enabled quantitation of NSAA and natural AA incorporation at UAG in a recombinant reporter protein. As a proof-of-principle, we measured the fidelity and purity of the phosphoserine orthogonal translation system (OTS) and used this information to improve its performance. Our results show a surprising diversity of natural AAs at reassigned stop codons. Our method can be used to improve OTSs and to quantify amino acid purity at reassigned codons in organisms with expanded genetic codes.",,research_article,true,研究在UAG密码子重分配系统中磷酰丝氨酸（phosphoserine）的整合保真度，明确涉及NNAA（phosphoserine）的正交翻译系统性能评估与优化，属于GCE中NNAA应用与系统改进，包含定量分析其掺入效率，符合通路/合成相关判定。,gce,enzymatic,yes,phosphoserine,2026-07-23 18:45:34,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",true,yes,研究论文
10.1016/j.cbpa.2014.07.001,Genetic code expansion and bioorthogonal labelling enables cell specific proteomics in an animal.,pubmed,gce,25159020,Current opinion in chemical biology,2014-Aug,"The site specific, co-translational introduction of unnatural amino acids into proteins produced in cells has been facilitated by the development of the pyrrolysyl-tRNA synthetase/tRNACUA pair. This pair can now be used to direct the site-specific incorporation of designer amino acids in E. coli, yeast, mammalian cells, and animals (the worm, C. elegans and the fly, D. melanogaster). Developments in encoding components of rapid bioorthogonal reactions are providing new opportunities for labelling and visualising proteins. A new method called stochastic orthogonal recoding of translation with chemoselective modification (SORT-M) leverages advances in genetic code expansion and bioorthogonal chemistry to label proteomes with diverse chemistry at diverse codons in E. coli, mammalian cells, and in spatially and temporally defined sets of cells in the fly. Proteomes in targeted sets of cells have been visualised by SORT-M and proteins in targeted cells have been identified by SORT-M.",,review,true,综述PylRS/tRNA系统介导的非天然氨基酸在动物中的定点整合及生物正交标记，属于GCE核心进展，虽未详述合成方法，但对ncAA应用场景和工具系统有重要描述。,gce,unclear,unclear,designer amino acids,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1039/c4cs00018h,Metalloprotein design using genetic code expansion.,pubmed,gce,24699759,Chemical Society reviews,2014-Sep-21,"More than one third of all proteins are metalloproteins. They catalyze important reactions such as photosynthesis, nitrogen fixation and CO2 reduction. Metalloproteins such as the olfactory receptors also serve as highly elaborate sensors. Here we review recent developments in functional metalloprotein design using the genetic code expansion approach. We show that, through the site-specific incorporation of metal-chelating unnatural amino acids (UAAs), proton and electron transfer mediators, and UAAs bearing bioorthogonal reaction groups, small soluble proteins can recapitulate and expand the important functions of complex metalloproteins. Further developments along this route may result in cell factories and live-cell sensors with unprecedented efficiency and selectivity.",,review,true,综述通过遗传密码扩展设计金属蛋白，重点介绍含金属螯合基团的非天然氨基酸的整合策略，涵盖ncAA应用及部分合成背景。,gce,unclear,yes,metal-chelating unnatural amino acids,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1016/j.bbapap.2014.03.002,Pyrrolysyl-tRNA synthetase: an ordinary enzyme but an outstanding genetic code expansion tool.,pubmed,gce,24631543,Biochimica et biophysica acta,2014-Jun,"The genetic incorporation of the 22nd proteinogenic amino acid, pyrrolysine (Pyl) at amber codon is achieved by the action of pyrrolysyl-tRNA synthetase (PylRS) together with its cognate tRNA(Pyl). Unlike most aminoacyl-tRNA synthetases, PylRS displays high substrate side chain promiscuity, low selectivity toward its substrate α-amine, and low selectivity toward the anticodon of tRNA(Pyl). These unique but ordinary features of PylRS as an aminoacyl-tRNA synthetase allow the Pyl incorporation machinery to be easily engineered for the genetic incorporation of more than 100 non-canonical amino acids (NCAAs) or α-hydroxy acids into proteins at amber codon and the reassignment of other codons such as ochre UAA, opal UGA, and four-base AGGA codons to code NCAAs.",,review,true,综述吡咯赖氨酰-tRNA合成酶（PylRS）作为遗传密码扩展工具，强调其底物广谱性可实现百余种非天然氨基酸的掺入，涵盖ncAA合成与工程化策略。,gce,multiple,yes,pyrrolysine,2026-07-23 18:45:34,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1146/annurev-biochem-060713-035456,Selection-based discovery of druglike macrocyclic peptides.,pubmed,gce,24580641,Annual review of biochemistry,2014,"Macrocyclic peptides are an emerging class of therapeutics that can modulate protein-protein interactions. In contrast to the heavily automated high-throughput screening systems traditionally used for the identification of chemically synthesized small-molecule drugs, peptide-based macrocycles can be synthesized by ribosomal translation and identified using in vitro selection techniques, allowing for extremely rapid (hours to days) screening of compound libraries comprising more than 10(13) different species. Furthermore, chemical modification of translated peptides and engineering of the genetic code have greatly expanded the structural diversity of the available peptide libraries. In this review, we discuss the use of these technologies for the identification of bioactive macrocyclic peptides, emphasizing recent developments.",,review,true,综述讨论通过遗传密码扩展和化学修饰生成含非天然氨基酸的环肽库，涵盖NNAA在肽合成中的应用及结构多样性构建，对合成方法学有参考价值。,gce,multiple,unclear,unnatural amino acids,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1146/annurev-biochem-060713-035737,Expanding and reprogramming the genetic code of cells and animals.,pubmed,gce,24555827,Annual review of biochemistry,2014,"Genetic code expansion and reprogramming enable the site-specific incorporation of diverse designer amino acids into proteins produced in cells and animals. Recent advances are enhancing the efficiency of unnatural amino acid incorporation by creating and evolving orthogonal ribosomes and manipulating the genome. Increasing the number of distinct amino acids that can be site-specifically encoded has been facilitated by the evolution of orthogonal quadruplet decoding ribosomes and the discovery of mutually orthogonal synthetase/tRNA pairs. Rapid progress in moving genetic code expansion from bacteria to eukaryotic cells and animals (C. elegans and D. melanogaster) and the incorporation of useful unnatural amino acids has been aided by the development and application of the pyrrolysyl-transfer RNA (tRNA) synthetase/tRNA pair for unnatural amino acid incorporation. Combining chemoselective reactions with encoded amino acids has facilitated the installation of posttranslational modifications, as well as rapid derivatization with diverse fluorophores for imaging.",,review,true,综述系统介绍遗传密码扩展技术，包括aaRS/tRNA系统、正交对进化、ncAA（如p-azidophenylalanine等）的定点整合，明确涵盖NNAA的编码与应用方法学。,gce,multiple,yes,"unnatural amino acids, p-azidophenylalanine, pyrrolysine",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1016/j.febslet.2013.11.039,Experimental challenges of sense codon reassignment: an innovative approach to genetic code expansion.,pubmed,gce,24333334,FEBS letters,2014-Jan-31,"The addition of new and versatile chemical and biological properties to proteins pursued through incorporation of non-canonical amino acids is at present primarily achieved by stop codon suppression. However, it is critical to find new ""blank"" codons to increase the variety and efficiency of such insertions, thereby taking 'sense codon recoding' to center stage in the field of genetic code expansion. Current thought optimistically suggests the use of the pyrrolysine system coupled with re-synthesis of genomic information towards achieving sense codon reassignment. Upon review of the serious experimental challenges reported in recent studies, we propose that success in this area will depend on the re-synthesis of genomes, but also on 'rewiring' the mechanism of protein synthesis and of its quality control.",,review,true,综述讨论遗传密码扩展中的 sense codon 重分配策略，提及吡咯赖氨酸系统，虽未详述合成方法，但属 GCE 领域方法学综述，对数据库有参考价值。,gce,unclear,unclear,pyrrolysine,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1038/nchembio.1339,Upgrading protein synthesis for synthetic biology.,pubmed,gce,24045798,Nature chemical biology,2013-Oct,Genetic code expansion for synthesis of proteins containing noncanonical amino acids is a rapidly growing field in synthetic biology. Creating optimal orthogonal translation systems will require re-engineering central components of the protein synthesis machinery on the basis of a solid mechanistic biochemical understanding of the synthetic process.,,review,true,综述文章，讨论合成生物学中蛋白质合成系统的升级，涵盖遗传密码扩展及正交翻译系统工程，虽未详述具体合成路线，但内容涉及NNAA整合方法学，对数据库有参考价值。,gce,unclear,unclear,noncanonical amino acids,2026-07-23 18:45:34,Journal Article,true,no,综述
10.1016/j.copbio.2013.02.026,Expanded genetic code for the engineering of ribosomally synthetized and post-translationally modified peptide natural products (RiPPs).,pubmed,gce,23537814,Current opinion in biotechnology,2013-Aug,"The number of constituent amino acids in ribosomally synthetized and post-translationally modified peptide natural products (RiPPs) is restricted to the 20 canonical amino acids. Microorganisms with an engineered genetic code are capable of delivering the biological, chemical, or physical properties of many unnatural or synthetic noncanonical amino acids, ncAAs (in different combinations of their numbers and chemistry) precisely defined by the chemist at the bench. In this way, post-translational modifications (PTMs) which make RiPPs chemically extremely rich can be augmented by the co-translational insertion of ncAAs. This will dramatically expand the chemical and functional space of these molecules and enable the design of novel and unique sequence combinations with improved specificity, stability, membrane permeability and even better oral availability.",,review,true,综述讨论将非天然氨基酸通过遗传密码扩展引入RiPPs天然产物，虽未详述具体合成路线，但主题聚焦ncAA在生物合成中的整合策略，对数据库有参考价值。,gce,unclear,unclear,ncAAs,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1016/b978-0-12-407239-8.00009-4,Genetically encoded click chemistry for single-molecule FRET of proteins.,pubmed,gce,23317903,Methods in cell biology,2013,"Single molecule Fluorescence Resonance Energy Transfer (FRET) has been widely applied to study structure, function and dynamics of complex biological systems. Labeling of proteins at specific positions with fluorescent dyes is a challenging and key step for any single molecule FRET measurement. Genetic code expansion has facilitated site specific incorporation of unnatural amino acids into proteins. These unnatural amino acid bears bioorthognal functional groups that provide opportunity to install a unique chemical handle into proteins. Propargyllysine is an unnatural amino acid which, when incorporated into a protein, can be exploited to attach commercially available fluorescent azide dyes through copper-catalyzed alkyne-azide cycloaddition click reaction (also known as click reaction). We describe here an optimized strategy to combine synthesis of propargyllysine, its genetic incorporation in the protein and click reaction to site-specifically label the protein with azide derivative of Alexa® 488. Later the protein is labeled at unique cysteine residue via maleimide coupling chemistry with acceptor Alexa® 594 dye to yield double labeled protein as required for any single molecule FRET experiments.",,research_article,true,明确描述propargyllysine的合成、遗传整合及点击化学标记流程，包含该NNAA的化学合成与应用一体化方案，对数据库有参考价值。,chemical,chemical,yes,propargyllysine,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1073/pnas.1218613110,Carbon source-dependent expansion of the genetic code in bacteria.,pubmed,gce,23185002,Proceedings of the National Academy of Sciences of the United States of America,2012-Dec-18,"Despite the fact that the genetic code is known to vary between organisms in rare cases, it is believed that in the lifetime of a single cell the code is stable. We found Acetohalobium arabaticum cells grown on pyruvate genetically encode 20 amino acids, but in the presence of trimethylamine (TMA), A. arabaticum dynamically expands its genetic code to 21 amino acids including pyrrolysine (Pyl). A. arabaticum is the only known organism that modulates the size of its genetic code in response to its environment and energy source. The gene cassette pylTSBCD, required to biosynthesize and genetically encode UAG codons as Pyl, is present in the genomes of 24 anaerobic archaea and bacteria. Unlike archaeal Pyl-decoding organisms that constitutively encode Pyl, we observed that A. arabaticum controls Pyl encoding by down-regulating transcription of the entire Pyl operon under growth conditions lacking TMA, to the point where no detectable Pyl-tRNA(Pyl) is made in vivo. Pyl-decoding archaea adapted to an expanded genetic code by minimizing TAG codon frequency to typically ~5% of ORFs, whereas Pyl-decoding bacteria (~20% of ORFs contain in-frame TAGs) regulate Pyl-tRNA(Pyl) formation and translation of UAG by transcriptional deactivation of genes in the Pyl operon. We further demonstrate that Pyl encoding occurs in a bacterium that naturally encodes the Pyl operon, and identified Pyl residues by mass spectrometry in A. arabaticum proteins including two methylamine methyltransferases.",,research_article,true,研究Acetohalobium arabaticum中吡咯赖氨酸（Pyl）的环境依赖性生物合成，明确描述pylTSBCD操纵子调控Pyl生成，包含完整代谢通路和基因表达调控。,pathway,fermentation,yes,pyrrolysine,2026-07-23 18:45:34,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1016/j.cbpa.2012.10.034,Photocrosslinking approaches to interactome mapping.,pubmed,gce,23149092,Current opinion in chemical biology,2013-Feb,"Photocrosslinking approaches can be used to map interactome networks within the context of living cells. Photocrosslinking methods rely on use of metabolic engineering or genetic code expansion to incorporate photocrosslinking analogs of amino acids or sugars into cellular biomolecules. Immunological and mass spectrometry techniques are used to analyze crosslinked complexes, thereby defining specific interactomes. Because photocrosslinking can be conducted in native, cellular settings, it can be used to define context-dependent interactions. Photocrosslinking methods are also ideally suited for determining interactome dynamics, mapping interaction interfaces, and identifying transient interactions in which intrinsically disordered proteins and glycoproteins engage. Here we discuss the application of cell-based photocrosslinking to the study of specific problems in immune cell signaling, transcription, membrane protein dynamics, nucleocytoplasmic transport, and chaperone-assisted protein folding.",,review,true,综述利用遗传密码扩展将光交联型非天然氨基酸引入活细胞进行互作组学研究，明确提及ncAA作为光交联探针，虽侧重应用但属于GCE核心内容，对数据库构建有参考价值。,gce,unclear,unclear,photocrosslinking analogs of amino acids,2026-07-23 18:45:34,"Journal Article; Research Support, N.I.H., Extramural; Review",true,no,综述
10.1159/000341794,Synthetic biology and personalized medicine.,pubmed,gce,22907209,"Medical principles and practice : international journal of the Kuwait University, Health Science Centre",2013,"Synthetic biology, application of synthetic chemistry to biology, is a broad term that covers the engineering of biological systems with structures and functions not found in nature to process information, manipulate chemicals, produce energy, maintain cell environment and enhance human health. Synthetic biology devices contribute not only to improve our understanding of disease mechanisms, but also provide novel diagnostic tools. Methods based on synthetic biology enable the design of novel strategies for the treatment of cancer, immune diseases metabolic disorders and infectious diseases as well as the production of cheap drugs. The potential of synthetic genome, using an expanded genetic code that is designed for specific drug synthesis as well as delivery and activation of the drug in vivo by a pathological signal, was already pointed out during a lecture delivered at Kuwait University in 2005. Of two approaches to synthetic biology, top-down and bottom-up, the latter is more relevant to the development of personalized medicines as it provides more flexibility in constructing a partially synthetic cell from basic building blocks for a desired task.",,review,true,综述提及扩展遗传密码用于药物合成与递送，虽未详述具体合成路线，但属于GCE轨道下NNAA应用的合成生物学综述，对数据库有参考价值。,gce,unclear,unclear,,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1016/j.febslet.2012.02.002,Rewiring translation - Genetic code expansion and its applications.,pubmed,gce,22710184,FEBS letters,2012-Jul-16,"With few minor variations, the genetic code is universal to all forms of life on our planet. It is difficult to imagine that one day organisms might exist that use an entirely different code to translate the information of their genome. Recent developments in the field of synthetic biology, however, have opened the gate to their creation. The genetic code of several organisms has been expanded by the heterologous expression of evolved aminoacyl-tRNA synthetase/tRNA(CUA) pairs that mediate the incorporation of unnatural amino acids in response to amber codons. These UAAs introduce exciting new features into proteins, such as spectroscopic probes, UV-inducible crosslinkers, and functional groups for bioorthogonal conjugations or posttranslational modifications. Orthogonal ribosomes provide a parallel translational machinery in Escherichia coli that has lost its evolutionary constraints. Evolved variants of these ribosomes translate amber or quadruplet codons with massively enhanced efficiency. Here, I review these recent developments emphasizing their tremendous potential to facilitate biochemical and cell biological studies.",,review,true,综述遗传密码扩展技术，涵盖非天然氨基酸的整合方法及正交aaRS/tRNA系统，虽侧重应用但提及多种ncAA（如光交联剂、点击化学基团），对合成策略有间接参考价值。,gce,unclear,unclear,unnatural amino acids,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1038/nrm3286,Designer proteins: applications of genetic code expansion in cell biology.,pubmed,gce,22334143,Nature reviews. Molecular cell biology,2012-Feb-15,"Designer amino acids, beyond the canonical 20 that are normally used by cells, can now be site-specifically encoded into proteins in cells and organisms. This is achieved using 'orthogonal' aminoacyl-tRNA synthetase-tRNA pairs that direct amino acid incorporation in response to an amber stop codon (UAG) placed in a gene of interest. Using this approach, it is now possible to study biology in vitro and in vivo with an increased level of molecular precision. This has allowed new biological insights into protein conformational changes, protein interactions, elementary processes in signal transduction and the role of post-translational modifications.",,review,true,综述聚焦于遗传密码扩展在细胞生物学中的应用，提及多种非天然氨基酸的位点特异性编码，虽侧重应用，但涵盖ncAA作为工具的核心地位，对方法学有综述价值。,gce,unclear,unclear,designer amino acids,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1007/s00216-012-5784-2,Biochemical analysis with the expanded genetic lexicon.,pubmed,gce,22322380,Analytical and bioanalytical chemistry,2012-Jun,"The information used to build proteins is stored in the genetic material of every organism. In nature, ribosomes use 20 native amino acids to synthesize proteins in most circumstances. However, laboratory efforts to expand the genetic repertoire of living cells and organisms have successfully encoded more than 80 nonnative amino acids in E. coli, yeast, and other eukaryotic systems. The selectivity, fidelity, and site-specificity provided by the technology have enabled unprecedented flexibility in manipulating protein sequences and functions in cells. Various biophysical probes can be chemically conjugated or directly incorporated at specific residues in proteins, and corresponding analytical techniques can then be used to answer diverse biological questions. This review summarizes the methodology of genetic code expansion and its recent progress, and discusses the applications of commonly used analytical methods.",,review,true,综述文章系统总结了遗传密码扩展技术及其进展，明确涉及非天然氨基酸（ncAA）的整合方法，虽未详述具体合成路线，但对数据库构建有参考价值。,gce,unclear,unclear,nonnative amino acids,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1016/j.biotechadv.2011.06.008,Synthetic biology: an emerging research field in China.,pubmed,gce,21729747,Biotechnology advances,2011,"Synthetic biology is considered as an emerging research field that will bring new opportunities to biotechnology. There is an expectation that synthetic biology will not only enhance knowledge in basic science, but will also have great potential for practical applications. Synthetic biology is still in an early developmental stage in China. We provide here a review of current Chinese research activities in synthetic biology and its different subfields, such as research on genetic circuits, minimal genomes, chemical synthetic biology, protocells and DNA synthesis, using literature reviews and personal communications with Chinese researchers. To meet the increasing demand for a sustainable development, research on genetic circuits to harness biomass is the most pursed research within Chinese researchers. The environmental concerns are driven force of research on the genetic circuits for bioremediation. The research on minimal genomes is carried on identifying the smallest number of genomes needed for engineering minimal cell factories and research on chemical synthetic biology is focused on artificial proteins and expanded genetic code. The research on protocells is more in combination with the research on molecular-scale motors. The research on DNA synthesis and its commercialisation are also reviewed. As for the perspective on potential future Chinese R&D activities, it will be discussed based on the research capacity and governmental policy.",,review,true,综述中国合成生物学研究，明确提到‘expanded genetic code’和‘artificial proteins’，属于GCE范畴，虽未详述具体合成路线，但综述涵盖NNAA相关方向，对数据库有参考价值。,gce,unclear,unclear,,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1016/j.heares.2011.05.008,New developments in aminoglycoside therapy and ototoxicity.,pubmed,gce,21640178,Hearing research,2011-Nov,"After almost seven decades in clinical use, aminoglycoside antibiotics still remain indispensible drugs for acute infections and specific indications such as tuberculosis or the containment of pseudomonas bacteria in patients with cystic fibrosis. The review will describe the pathology and pathophysiology of aminoglycoside-induced auditory and vestibular toxicity in humans and experimental animals and explore contemporary views of the mechanisms of cell death. It will also outline the current state of protective therapy and recent advances in the development of aminoglycoside derivatives with low toxicity profiles for antimicrobial treatment and for stop-codon suppression in the attenuation of genetic disorders.",,review,true,综述提到开发用于终止密码子抑制的低毒性氨基糖苷类衍生物，虽未详述NNAA合成，但涵盖GCE相关工具开发，对数据库有参考价值。,gce,unclear,unclear,,2026-07-23 18:45:34,"Journal Article; Research Support, N.I.H., Extramural; Review",true,no,综述
10.1021/ar200067r,Introducing bioorthogonal functionalities into proteins in living cells.,pubmed,gce,21634380,Accounts of chemical research,2011-Sep-20,"Proteins are the workhorses of the cell, playing crucial roles in virtually every biological process. The revolutionary ability to visualize and monitor proteins in living systems, which is largely the result of the development of green fluorescence protein (GFP) and its derivatives, has dramatically expanded our understanding of protein dynamics and function. Still, GFPs are ill suited in many circumstances; one major drawback is their relatively large size, which can significantly perturb the functions of the native proteins to which they are fused. To bridge this gap, scientists working at the chemistry-biology interface have developed methods to install bioorthogonal functional groups into proteins in living cells. The bioorthogonal group is, by definition, a non-native and nonperturbing chemical group. But more importantly, the installed bioorthogonal handle is able to react with a probe bearing a complementary functionality in a highly selective fashion and with the cell operating in its physiological state. Although extensive efforts have been directed toward the development of bioorthogonal chemical reactions, introducing chemical functionalities into proteins in living systems remains an ongoing challenge. In this Account, we survey recent progress in this area, focusing on a genetic code expansion approach. In nature, a cell uses posttranslational modifications to append the necessary functional groups into proteins that are beyond those contained in the canonical 20 amino acids. Taking lessons from nature, scientists have chosen or engineered certain enzymes to modify target proteins with chemical handles. Alternatively, one can use the cell's translational machinery to genetically encode bioorthogonal functionalities, typically in the form of unnatural amino acids (UAAs), into proteins; this can be done in a residue-specific or a site-specific manner. For studying protein dynamics and function in living cells, site-specific modification by means of genetic code expansion is usually favored. A variety of UAAs bearing bioorthogonal groups as well as other functionalities have been genetically encoded into proteins of interest. Although this approach is well established in bacteria, tagging proteins in mammalian cells is challenging. A facile pyrrolysine-based system, which might potentially become the ""one-stop shop"" for protein modification in both prokaryotic and eukaryotic cells, has recently emerged. This technology can effectively introduce a series of bioorthogonal handles into proteins in mammalian cells for subsequent chemical conjugation with small-molecule probes. Moreover, the method may provide more precise protein labeling than GFP tagging. These advancements build the foundation for studying more complex cellular processes, such as the dynamics of important receptors on living mammalian cell surfaces.",,review,true,综述遗传密码扩展技术用于在活细胞中引入生物正交功能团，涵盖多种UAA的编码策略，虽未详述具体合成路线，但对GCE方法学有系统介绍，具有参考价值。,gce,unclear,unclear,unnatural amino acid,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,no,综述
10.1007/s00253-010-2578-3,Synthetic biology approaches in drug discovery and pharmaceutical biotechnology.,pubmed,gce,20396881,Applied microbiology and biotechnology,2010-Jun,"Synthetic biology is the attempt to apply the concepts of engineering to biological systems with the aim to create organisms with new emergent properties. These organisms might have desirable novel biosynthetic capabilities, act as biosensors or help us to understand the intricacies of living systems. This approach has the potential to assist the discovery and production of pharmaceutical compounds at various stages. New sources of bioactive compounds can be created in the form of genetically encoded small molecule libraries. The recombination of individual parts has been employed to design proteins that act as biosensors, which could be used to identify and quantify molecules of interest. New biosynthetic pathways may be designed by stitching together enzymes with desired activities, and genetic code expansion can be used to introduce new functionalities into peptides and proteins to increase their chemical scope and biological stability. This review aims to give an insight into recently developed individual components and modules that might serve as parts in a synthetic biology approach to pharmaceutical biotechnology.",,review,true,综述涵盖遗传密码扩展在药物发现中的应用，提及引入新功能到肽和蛋白中，虽未详述具体合成路线，但属于NNAA方法学综述。,gce,unclear,unclear,unnatural amino acids,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Review",true,no,综述
