doi,title,source,nnaa_track,pmid,journal,pub_date,abstract,nnaa_compound,ai_article_type,ai_pass,ai_rationale_zh,ai_nnaa_category,ai_synthesis_method,ai_has_pathway_or_synthesis,ai_compound,fetched_at,publication_types,ai_domain_relevant,ai_has_experiment,lit_type_zh
10.1007/s10295-015-1672-z,Construction of a highly efficient Bacillus subtilis 168 whole-cell biocatalyst and its application in the production of L-ornithine.,pubmed,fermentation,26314414,Journal of industrial microbiology & biotechnology,2015-Nov,"L-Ornithine, a non-protein amino acid, is usually extracted from hydrolyzed protein as well as produced by microbial fermentation. Here, we focus on a highly efficient whole-cell biocatalyst for the production of L-ornithine. The gene argI, encoding arginase, which catalyzes the hydrolysis of L-arginine to L-ornithine and urea, was cloned from Bacillus amyloliquefaciens B10-127 and expressed in GRAS strain Bacillus subtilis 168. The recombinant strain exhibited an arginase activity of 21.9 U/mg, which is 26.7 times that of wild B. subtilis 168. The optimal pH and temperature of the purified recombinant arginase were 10.0 and 40 °C, respectively. In addition, the recombinant arginase exhibited a strong Mn(2+) preference. When using whole-cell biocatalyst-based bioconversion, a hyper L-ornithine production of 356.9 g/L was achieved with a fed-batch strategy in a 5-L reactor within 12 h. This whole-cell bioconversion study demonstrates an environmentally friendly strategy for L-ornithine production in industry.",Orn,research_article,true,文章以L-鸟氨酸（L-ornithine，非蛋白质氨基酸）为目标产物，构建了重组枯草芽孢杆菌全细胞生物催化剂，通过精氨酸酶催化L-精氨酸水解制备L-鸟氨酸，报告了具体的酶学参数、转化条件及高达356.9 g/L的产量，属于NNAA酶法/全细胞催化制备研究。,enzymatic,enzymatic,yes,L-ornithine,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1080/21655979.2015.1030544,Toward an era of utilizing methionine overproducing hosts for recombinant protein production in Escherichia coli.,pubmed,fermentation,25801611,Bioengineered,2015,"Amino acid sequence variants, especially variants containing non-canonical amino acids such as norleucine and norvaline, are a concern during therapeutic protein production in microbial systems. Substitution of methionine residues with norleucine in recombinant proteins produced in Escherichia coli is well known. Continuous feeding of amino acids such as methionine is commonly used in E. coli fermentation processes to control incorporation of norleucine in the recombinant protein. There are several disadvantages associated with continuous feeding during a fermentation process. For example, a continuous feed increases the operational complexity and cost of a manufacturing process and results in dilution of culture medium which could result in lower cell densities and product yields. To overcome the limitations of existing approaches to prevent norleucine incorporation during E. coli fermentations, a new approach using an engineered host was developed that overproduces methionine in the cell to prevent norleucine incorporation without negatively impacting fermentation process performance and product yields. In this commentary, the results on using methionine overproducing hosts for recombinant protein production in E. coli and some ""watch outs"" when using these hosts for recombinant protein production are discussed.","Nle, Nva",research_article,true,文章明确讨论大肠杆菌发酵生产重组蛋白过程中norleucine（正亮氨酸）和norvaline（正缬氨酸）错误掺入甲硫氨酸位点的问题，并报告了通过工程化甲硫氨酸过量产生菌株来控制norleucine掺入的代谢工程策略，涉及NNAA的发酵生产与代谢通路改造。,fermentation,fermentation,yes,"norleucine, norvaline",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1371/journal.pone.0120349,Identification and characterization of bifunctional proline racemase/hydroxyproline epimerase from archaea: discrimination of substrates and molecular evolution.,pubmed,fermentation,25786142,PloS one,2015,"Proline racemase (ProR) is a member of the pyridoxal 5'-phosphate-independent racemase family, and is involved in the Stickland reaction (fermentation) in certain clostridia as well as the mechanisms underlying the escape of parasites from host immunity in eukaryotic Trypanosoma. Hydroxyproline epimerase (HypE), which is in the same protein family as ProR, catalyzes the first step of the trans-4-hydroxy-L-proline metabolism of bacteria. Their substrate specificities were previously considered to be very strict, in spite of similarities in their structures and catalytic mechanisms, and no racemase/epimerase from the ProR superfamily has been found in archaea. We here characterized the ProR-like protein (OCC_00372) from the hyperthermophilic archaeon, Thermococcus litoralis (TlProR). This protein could reversibly catalyze not only the racemization of proline, but also the epimerization of 4-hydroxyproline and 3-hydroxyproline with similar kinetic constants. Among the four (putative) ligand binding sites, one amino acid substitution was detected between TlProR (tryptophan at the position of 241) and natural ProR (phenylalanine). The W241F mutant showed a significant preference for proline over hydroxyproline, suggesting that this (hydrophobic and bulky) tryptophan residue played an importance role in the recognition of hydroxyproline (more hydrophilic and bulky than proline), and substrate specificity for hydroxyproline was evolutionarily acquired separately between natural HypE and ProR.　A phylogenetic analysis indicated that such unique broad substrate specificity was derived from an ancestral enzyme of this superfamily.","Hyp, Hyp(3-OH)",research_article,true,文章鉴定并表征了古菌来源的脯氨酸消旋酶/羟脯氨酸差向异构酶（TlProR），研究其对脯氨酸、4-羟脯氨酸和3-羟脯氨酸的底物特异性及酶学参数，涉及羟脯氨酸（NNAA）的酶促转化机制与进化分析。,enzymatic,enzymatic,yes,"4-hydroxyproline, 3-hydroxyproline, D-proline",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1007/s00253-014-6308-0,Functional expression of L-lysine α-oxidase from Scomber japonicus in Escherichia coli for one-pot synthesis of L-pipecolic acid from DL-lysine.,pubmed,fermentation,25547835,Applied microbiology and biotechnology,2015-Jun,"L-Pipecolic acid is a key component of biologically active molecules and a pharmaceutically important chiral building block. It can be stereoselectively produced from L-lysine by a two-step bioconversion involving L-lysine α-oxidase and ∆(1)-piperideine-2-carboxylae (Pip2C) reductase. In this study, we focused on an L-lysine α-oxidase from Scomber japonicus that was originally identified as an apoptosis-inducing protein (AIP) and applied the enzyme to one-pot fermentation of L-pipecolic acid in Escherichia coli. A synthetic gene coding for an AIP was expressed in E. coli, and the recombinant enzyme was purified and characterized. The purified enzyme was determined to be a homodimer with a molecular mass of 133.9 kDa. The enzyme essentially exhibited the same substrate specificity as the native enzyme. Optimal temperature and pH for the enzymatic reaction were 70 °C and 7.4, respectively. The enzyme was stable below 60 °C and at a pH range of 5.5-7.5 but was markedly inhibited by Co(2+). To establish a one-pot fermentation system for the synthesis of optically pure L-pipecolic acid from DL-lysine, an E. coli strain carrying a plasmid encoding AIP, Pip2C reductase from Pseudomonas putida, lysine racemase from P. putida, and glucose dehydrogenase from Bacillus subtilis was constructed. The one-pot process produced 45.1 g/L of L-pipecolic acid (87.4 % yield from DL-lysine) after a 46-h reaction with high optical purity (>99.9 % enantiomeric excess).",Pip,research_article,true,文章报告了在大肠杆菌中功能表达L-赖氨酸α-氧化酶，构建含四种酶的重组菌株，通过一锅发酵法从DL-赖氨酸高效合成L-哌可酸（L-pipecolic acid），产量45.1 g/L，ee值>99.9%，是典型的NNAA酶法/发酵制备研究。,fermentation,fermentation,yes,L-pipecolic acid,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1002/bit.25442,Efficient hydroxyproline production from glucose in minimal media by Corynebacterium glutamicum.,pubmed,fermentation,25163732,Biotechnology and bioengineering,2015-Feb,"The efficient coupling of biotransformation steps to an existing fermentation pathway is an interesting strategy to expand the product portfolio of Corynebacterium glutamicum as whole-cell biocatalyst. This is especially challenging if the biotransformation step comprises a direct link to central metabolism, as in the case of α-ketoglutarate-dependent oxygenase catalysis. Aiming at trans-4-hydroxy-L-proline (Hyp) production from glucose in a minimal medium, the proline-4-hydroxylase gene from Dactylosporangium sp. strain RH1 was introduced into a proline-producing, isoleucine-bradytroph C. glutamicum strain. The production of proline was found to be induced by isoleucine limitation. Proline and Hyp production were found to depend differently on isoleucine limitation. Severe isoleucine limitation was shown to result in proline accumulation and low hydroxylation rates both in batch and continuous cultivation set-ups. The investigation of different steady states with various glucose/isoleucine molar ratios revealed that optimal conditions for Hyp production are met around a molar ratio of 46:1, where isoleucine limitation is sufficient to trigger proline production but the hydroxylation rate is high enough to convert the majority of formed proline to Hyp. A high cell-density fed-batch set-up was designed, capable of producing 7.1 g L(-1) of Hyp from glucose in 23 h with 98.5% conversion of proline to Hyp. Reaction engineering, specifically the fine-tuning of the glucose/isoleucine concentration ratio, enabled control of the fermentation profile and thus the accumulation of the desired product Hyp from glucose in minimal and defined media.",Hyp,research_article,true,本文报告了利用代谢工程改造谷氨酸棒杆菌，通过引入脯氨酸-4-羟化酶基因，从葡萄糖直接发酵生产反式-4-羟基-L-脯氨酸（Hyp），含完整的代谢通路设计、发酵工艺参数（7.1 g/L，23 h，98.5%转化率），Hyp属于典型NNAA。,fermentation,fermentation,yes,"trans-4-hydroxy-L-proline, hydroxyproline",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1007/s00449-014-1212-7,Screening of phenylpyruvic acid producers and optimization of culture conditions in bench scale bioreactors.,pubmed,fermentation,24861313,Bioprocess and biosystems engineering,2014-Nov,"Alpha keto acids are deaminated forms of amino acids that have received significant attention as feed and food additives in the agriculture and medical industries. To date, their production has been commonly performed at shake-flask scale with low product concentrations. In this study, production of phenylpyruvic acid (PPA), which is the alpha keto acid of phenylalanine was investigated. First, various microorganisms were screened to select the most efficient producer. Thereafter, growth parameters (temperature, pH, and aeration) were optimized in bench scale bioreactors to maximize both PPA and biomass concentration in bench scale bioreactors, using response surface methodology. Among the four different microorganisms evaluated, Proteus vulgaris was the most productive strain for PPA production. Optimum temperature, pH, and aeration conditions were determined as 34.5 °C, 5.12, and 0.5 vvm for PPA production, whereas 36.9 °C, pH 6.87, and 0.96 vvm for the biomass production. Under these optimum conditions, PPA concentration was enhanced to 1,054 mg/L, which was almost three times higher than shake-flask fermentation concentrations. Moreover, P. vulgaris biomass was produced at 3.25 g/L under optimum conditions. Overall, this study demonstrated that optimization of growth parameters improved PPA production in 1-L working volume bench-scale bioreactors compared to previous studies in the literature and was a first step to scale up the production to industrial production.",,research_article,true,研究对象为苯丙酮酸（phenylpyruvic acid），是苯丙氨酸的α-酮酸对应物；虽非典型NNAA，但属于氨基酸衍生物，且文章通过微生物发酵优化其生产，符合NNAA相关范畴。,fermentation,fermentation,yes,phenylpyruvic acid,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Validation Study",true,yes,研究论文
10.1631/jzus.b1300283,High-level soluble expression of the hemA gene from Rhodobacter capsulatus and comparative study of its enzymatic properties.,pubmed,fermentation,24793767,Journal of Zhejiang University. Science. B,2014-May,"The Rhodobacter capsulatus hemA gene, which encodes 5-aminolevulinic acid synthase (ALAS), was expressed in Escherichia coli Rosetta (DE3) and the enzymatic properties of the purified recombinant ALAS (RC-ALAS) were studied. Compared with ALASs encoded by hemA genes from Agrobacterium radiobacter (AR-ALAS) and Rhodobacter sphaeroides (RS-ALAS), the specific activity of RC-ALAS reached 198.2 U/mg, which was about 31.2% and 69.5% higher than those of AR-ALAS (151.1 U/mg) and RS-ALAS (116.9 U/mg), respectively. The optimum pH values and temperatures of the three above mentioned enzymes were all pH 7.5 and 37 °C, respectively. Moreover, RC-ALAS was more sensitive to pH, while the other two were sensitive to temperature. The effects of metals, ethylene diamine tetraacetic acid (EDTA), and sodium dodecyl sulfate (SDS) on the three ALASs were also investigated. The results indicate that they had the same effects on the activities of the three ALASs. SDS and metal ions such as Co(2+), Zn(2+), and Cu(2+) strongly inhibited the activities of the ALASs, while Mn(2+) exerted slight inhibition, and K(+), Ca(2+), Ba(2+), Mg(2+), or EDTA had no significant effect. The specificity constant of succinyl coenzyme A [(kcat/Km)(S-CoA)] of RC-ALAS was 1.4989, which was higher than those of AR-ALAS (0.7456) and RS-ALAS (1.1699), showing its high catalytic efficiency. The fed-batch fermentation was conducted using the recombinant strain containing the R. capsulatus hemA gene, and the yield of 5-aminolevulinic acid (ALA) achieved was 8.8 g/L (67 mmol/L) under the appropriate conditions.",,research_article,true,文章研究5-氨基乙酰丙酸（5-ALA）合酶的表达与酶学性质，并通过补料分批发酵生产5-ALA，产量达8.8 g/L；5-ALA是典型的非天然氨基酸，文章明确报告了发酵工艺参数。,fermentation,fermentation,yes,5-aminolevulinic acid,2026-07-23 18:45:34,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.3390/microorganisms7120690,d-Amino Acids and Lactic Acid Bacteria.,pubmed,fermentation,31842512,Microorganisms,2019-Dec-12,"Proteins are composed of l-amino acids except for glycine, which bears no asymmetric carbon atom. Accordingly, researchers have studied the function and metabolism of l-amino acids in living organisms but have paid less attention to the presence and roles of their d-enantiomers. However, with the recent developments in analytical techniques, the presence of various d-amino acids in the cells of various organisms and the importance of their roles have been revealed. For example, d-serine (d-Ser) and d-aspartate (d-Asp) act as neurotransmitters and hormone-like substances, respectively, in humans, whereas some kinds of d-amino acids act as a biofilm disassembly factor in bacteria. Interestingly, lactic acid bacteria produce various kinds of d-amino acids during fermentation, and many d-amino acids taste sweet, compared with the corresponding l-enantiomers. The influence of d-amino acids on human health and beauty has been reported in recent years. These facts suggest that the d-amino acids produced by lactic acid bacteria are important in terms of the taste and function of lactic-acid-fermented foods. Against this background, unique d-amino-acid-metabolizing enzymes have been searched for and observed in lactic acid bacteria. This review summarizes and introduces the importance of various d-amino acids in this regard.",,review,true,综述系统介绍了乳酸菌在发酵过程中产生多种D-氨基酸（D-丝氨酸、D-天冬氨酸等）的代谢机制及相关酶，D-氨基酸属于NNAA范畴，且涵盖了代谢通路和酶法转化内容，对数据库构建有参考价值。,pathway,fermentation,yes,"D-serine, D-aspartate, D-amino acids",2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1007/s00253-019-10216-3,Atrorosins: a new subgroup of Monascus pigments from Talaromyces atroroseus.,pubmed,fermentation,31802169,Applied microbiology and biotechnology,2020-Jan,"A new series of azaphilone pigments named atrorosins have been isolated from the filamentous fungus Talaromyces atroroseus. Atrorosins have a similar azaphilone scaffold as the orange Monascus pigment PP-O, with a carboxylic acid group at C-1, but are unique by their incorporation of amino acids into the isochromene system. Despite that the atrorosin precursor PP-O, during fermentation, was initially produced as two isomers (3:2, cis:trans ratio), the atrorosins were surprisingly almost exclusively (99.5%) produced as the cis-form, possibly due to steric interactions with the incorporated amino acid. When grown on complex media, a whole range of atrorosins is produced, whereas individual atrorosins can be produced selectively during fermentation by supplementing with the desired primary amine-containing compound.",,research_article,true,文章研究了丝状真菌Talaromyces atroroseus发酵产生的atrorosins色素，其结构特征是将氨基酸（含伯胺的化合物）整合进异色烯体系，属于含NNAA骨架的天然产物生物合成研究；摘要提及通过发酵补充不同伯胺化合物可选择性生产各种atrorosin，涉及氨基酸的生物合成整合机制，但具体通路细节需全文确认。,pathway,fermentation,unclear,atrorosins,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1007/s00253-019-10255-w,Efficient fermentative production of L-theanine by Corynebacterium glutamicum.,pubmed,fermentation,31776607,Applied microbiology and biotechnology,2020-Jan,"L-Theanine is a unique non-protein amino acid found in tea plants that has been shown to possess numerous functional properties relevant to food science and human nutrition. L-Theanine has been commercially developed as a valuable additive for use in food and beverages, and its market is expected to expand substantially if the production cost can be lowered. Although the enzymatic approach holds considerable potential for use in L-theanine production, demand exists for developing more tractable methods (than those currently available) that can be implemented under mild conditions and will reduce operational procedures and cost. Here, we sought to engineer fermentative production of L-theanine in Corynebacterium glutamicum, an industrially safe host. For L-theanine synthesis, we used γ-glutamylmethylamide synthetase (GMAS), which catalyzes the ATP-dependent ligation of L-glutamate and ethylamine. First, distinct GMASs were expressed in C. glutamicum wild-type ATCC 13032 strain and GDK-9, an L-glutamate overproducing strain, to produce L-theanine upon ethylamine addition to the hosts. Second, the L-glutamate exporter in host cells was disrupted, which markedly increased the L-theanine titer in GDK-9 cells and almost eliminated the accumulation of L-glutamate in the culture medium. Third, a chromosomally gmasMm-integrated L-alanine producer was constructed and used, attempting to synthesize ethylamine endogenously by expressing plant-derived L-serine/L-alanine decarboxylases; however, these enzymes showed no L-alanine decarboxylase activity under our experimental conditions. The optimal engineered strain that we ultimately created produced ~ 42 g/L L-theanine, with a yield of 19.6%, in a 5-L fermentor. This is the first report of fermentative production of L-theanine achieved using ethylamine supplementation.",,research_article,true,文章报告了利用谷氨酸棒杆菌发酵生产L-茶氨酸（L-theanine，一种非蛋白质氨基酸）的完整代谢工程策略，包括γ-谷氨酰甲胺合成酶表达、L-谷氨酸输出蛋白敲除等改造，最终实现约42 g/L的L-茶氨酸发酵产量，属于典型的NNAA发酵生产研究。,fermentation,fermentation,yes,L-theanine,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1016/j.jbiosc.2019.10.005,"Quantification, regulation and production of 5-aminolevulinic acid by green fluorescent protein in recombinant Escherichia coli.",pubmed,fermentation,31678067,Journal of bioscience and bioengineering,2020-Apr,"5-Aminolevulinic acid (5-ALA) is an unnatural amino acid and has been approved as a biodegradable, non-toxic pesticide and herbicide with applications in sustainable agriculture. 5-ALA can also be applied for cancer targeting via tumor localization and photodynamic therapy. Herein, we developed a feasible quantification, regulation and production method of 5-ALA in Escherichia coli is based on the chimera of 5-ALA synthetase from Rhodobacter sphaeroides (RshemA) and super-fold green fluorescent protein (sfGFP) under the control of dual promoters/double plasmids. 5-ALA production based on quantification with the reporter sfGFP was unsuccessfully for the RshemA-sfGFP fusion protein owing to a steric hindrance effect, but was effective using dual constitutive promoters (i.e., J23100 and PLacI) for RshemA and sfGFP independently. Moreover, a simple quantification method based on the linear relationship between 5-ALA concentration and the change in sfGFP intensity was calculated with the Hill equation according to the results of dual plasmids which composed of RshemA-threonine/homoserine exporter (RhtA) and the sensing plasmid pSU-T7-sfGFP. Compared with the conventional detection method for 5-ALA using Ehrlich's reagent, our proposed method is advantages in effectiveness, real-time detection, and outstanding sensitivity. Finally, the highest yield of 5-ALA was obtained in E. coli D2TT strain, reaching 2.46 g/L of 5-ALA produced in a 2.5-L baffle flask fermentation. Hence, this approach shows strong potential for improving 5-ALA production with appropriate regulation and detection based on the fluorescent signal.",hSer,research_article,true,本文明确将5-氨基乙酰丙酸（5-ALA）定义为非天然氨基酸，报告了在大肠杆菌中通过双启动子/双质粒系统过表达5-ALA合成酶（RshemA）并结合转运蛋白RhtA进行代谢工程改造，最终在2.5L发酵罐中实现2.46 g/L的5-ALA发酵生产，具有完整的代谢工程通路设计和发酵工艺参数。,fermentation,fermentation,yes,"5-aminolevulinic acid, 5-ALA",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1038/s41467-019-12911-1,Split intein-mediated selection of cells containing two plasmids using a single antibiotic.,pubmed,fermentation,31672972,Nature communications,2019-Oct-31,"To build or dissect complex pathways in bacteria and mammalian cells, it is often necessary to recur to at least two plasmids, for instance harboring orthogonal inducible promoters. Here we present SiMPl, a method based on rationally designed split enzymes and intein-mediated protein trans-splicing, allowing the selection of cells carrying two plasmids with a single antibiotic. We show that, compared to the traditional method based on two antibiotics, SiMPl increases the production of the antimicrobial non-ribosomal peptide indigoidine and the non-proteinogenic aromatic amino acid para-amino-L-phenylalanine from bacteria. Using a human T cell line, we employ SiMPl to obtain a highly pure population of cells double positive for the two chains of the T cell receptor, TCRα and TCRβ, using a single antibiotic. SiMPl has profound implications for metabolic engineering and for constructing complex synthetic circuits in bacteria and mammalian cells.",,research_article,true,文章报告了SiMPl双质粒筛选方法，明确提及利用该方法提高了非蛋白质氨基酸para-amino-L-phenylalanine（对氨基-L-苯丙氨酸）在细菌中的生产，属于NNAA发酵/代谢工程生产范畴。,fermentation,fermentation,yes,para-amino-L-phenylalanine,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1002/cbic.201900030,"Expanding the DOPA Universe with Genetically Encoded, Mussel-Inspired Bioadhesives for Material Sciences and Medicine.",pubmed,fermentation,30830997,Chembiochem : a European journal of chemical biology,2019-Sep-02,"Catechols are a biologically relevant group of aromatic diols that have attracted much attention as mediators of adhesion of ""bio-glue"" proteins in mussels of the genus Mytilus. These organisms use catechols in the form of the noncanonical amino acid l-3,4-dihydroxyphenylalanine (DOPA) as a building block for adhesion proteins. The DOPA is generated post-translationally from tyrosine. Herein, we review the properties, natural occurrence, and reactivity of catechols in the design of bioinspired materials. We also provide a basic description of the mussel's attachment apparatus, the interplay between its different molecules that play a crucial role in adhesion, and the role of post-translational modifications (PTMs) of these proteins. Our focus is on the microbial production of mussel foot proteins with the aid of orthogonal translation systems (OTSs) and the use of genetic code engineering to solve some fundamental problems in the bioproduction of these bioadhesives and to expand their chemical space. The major limitation of bacterial expression systems is their intrinsic inability to introduce PTMs. OTSs have the potential to overcome these challenges by replacing canonical amino acids with noncanonical ones. In this way, PTM steps are circumvented while the genetically programmed precision of protein sequences is preserved. In addition, OTSs should enable spatiotemporal control over the complex adhesion process, because the catechol function can be masked by suitable chemical protection. Such caged residues can then be noninvasively unmasked by, for example, UV irradiation or thermal treatment. All of these features make OTSs based on genetic code engineering in reprogrammed microbial strains new and promising tools in bioinspired materials science.",,review,true,"综述文章，核心研究对象为非天然氨基酸DOPA（L-3,4-二羟基苯丙氨酸），涵盖其在微生物中通过遗传密码扩展（OTS/GCE）生产贻贝足蛋白的策略，涉及NNAA的生物合成与代谢工程内容，对数据库有参考价值。",gce,fermentation,unclear,"DOPA, L-3,4-dihydroxyphenylalanine",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Review",true,no,综述
10.1016/j.jbiotec.2018.12.008,Metabolic engineering of Corynebacterium glutamicum for the fermentative production of halogenated tryptophan.,pubmed,fermentation,30579891,Journal of biotechnology,2019-Feb-10,"Halogenated compounds, like 7-chloro-l-tryptophan, are important intermediates or components of bioactive substances relevant for the pharmaceutical, chemical and agrochemical industries. About 20% of all pharmaceutical small molecule drugs and around 30% of all active compounds in agrochemistry are halogenated. Chemical halogenation procedures usually are characterized by the use of hazardous or even highly toxic chemicals. Recently, a biocatalytic process for l-tryptophan halogenation at the gram-scale using FAD-dependent halogenase and NADH-dependent flavin reductase enzymes has been described. Many proteinogenic amino acids are produced by fermentation using Corynebacterium glutamicum. The fermentative production of l-glutamate and l-lysine, for example, is operated at the million-ton scale. However, fermentative production of halogenated amino acids has not yet been described. In this study, fermentative production of the halogenated amino acid 7-chloro-l-tryptophan from sugars, ammonium and chloride salts was achieved. This required metabolic engineering of an l-tryptophan producing C. glutamicum strain for expression of the genes coding for FAD-dependent halogenase RebH and NADH-dependent flavin reductase RebF from Lechevalieria aerocolonigenes. Chlorination of l-tryptophan to 7-chloro-l-tryptophan by recombinant C. glutamicum was improved by optimizing the RBS of rebH. Metabolic engineering enabled production of 7-chloro-l-tryptophan and l-tryptophan from the alternative carbon sources arabinose, glucosamine and xylose.",,research_article,true,文章报告了通过代谢工程改造谷氨酸棒杆菌，利用FAD依赖性卤化酶RebH和黄素还原酶RebF实现7-氯-L-色氨酸（卤代色氨酸）的发酵生产，属于非天然氨基酸的发酵/代谢工程制备，含完整通路设计和产量数据。,fermentation,fermentation,yes,"7-chloro-L-tryptophan, halogenated tryptophan",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1007/978-1-4939-8907-2_3,Assaying D-Body Amino Acids as D-Alanine and Amino Acid Racemase (AARase) Activity Using NADH Oxidoreduction Enzymic System.,pubmed,fermentation,30506246,"Methods in molecular biology (Clifton, N.J.)",2019,"Fermented foods produced using edible microorganisms have been consumed worldwide since ancient times. Microorganisms produce some healthy functional substances. Recently, many people have been attracted to the notion that D-body amino acids have healthy functional effects. D-body amino acids convert L-body amino acid proteolysis from a substrate such as foods during fermentation. This chapter presents a description of methods used for D-alanine assays in the solution as medium and AARase assays in lactic acid bacteria (LAB) cells for isolation of high AARase-containing strains using D-amino acid oxidase and lactic acid dehydrogenase via a NADH oxidoreduction system.",,research_article,true,文章描述了利用D-氨基酸氧化酶和乳酸脱氢酶（NADH氧化还原系统）检测发酵食品中D-丙氨酸及氨基酸消旋酶（AARase）活性的方法，核心涉及D-氨基酸（D-丙氨酸）的酶法转化与检测，属于NNAA（D-氨基酸）的酶促生产/分析范畴。,enzymatic,enzymatic,yes,D-alanine,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.3389/fmicb.2018.02046,Production of Food and Feed Additives From Non-food-competing Feedstocks: Valorizing N-acetylmuramic Acid for Amino Acid and Carotenoid Fermentation With Corynebacterium glutamicum.,pubmed,fermentation,30319554,Frontiers in microbiology,2018,"Corynebacterium glutamicum is used for the million-ton-scale production of food and feed amino acids such as L-glutamate and L-lysine and has been engineered for production of carotenoids such as lycopene. These fermentation processes are based on sugars present in molasses and starch hydrolysates. Due to competing uses of starch and sugars in human nutrition, this bacterium has been engineered for utilization of alternative feedstocks, for example, pentose sugars present in lignocellulosic and hexosamines such as glucosamine (GlcN) and N-acetyl-D-glucosamine (GlcNAc). This study describes strain engineering and fermentation using N-acetyl-D-muramic acid (MurNAc) as non-food-competing feedstock. To this end, the genes encoding the MurNAc-specific PTS subunits MurP and Crr and the etherase MurQ from Escherichia coli K-12 were expressed in C. glutamicumΔnanR. While MurP and MurQ were required to allow growth of C. glutamicumΔnanR with MurNAc, heterologous Crr was not, but it increased the growth rate in MurNAc minimal medium from 0.15 h-1 to 0.20 h-1. When in addition to murP-murQ-crr the GlcNAc-specific PTS gene nagE from C. glycinophilum was expressed in C. glutamicumΔnanR, the resulting strain could utilize blends of GlcNAc and MurNAc. Fermentative production of the amino acids L-glutamate and L-lysine, the carotenoid lycopene, and the L-lysine derived chemicals 1,5-diaminopentane and L-pipecolic acid either from MurNAc alone or from MurNAc-GlcNAc blends was shown. MurNAc and GlcNAc are the major components of the bacterial cell wall and bacterial biomass is an underutilized side product of large-scale bacterial production of organic acids, amino acids or enzymes. The proof-of-concept for valorization of MurNAc reached here has potential for biorefinery applications to convert non-food-competing feedstocks or side-streams to valuable products such as food and feed additives.",Pip,research_article,true,文章报告利用谷氨酸棒杆菌以N-乙酰胞壁酸为非竞争性原料发酵生产L-哌可酸（L-pipecolic acid，一种非天然氨基酸），明确描述了菌株改造策略和发酵生产方案，属于NNAA发酵生产研究。,fermentation,fermentation,yes,L-pipecolic acid,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.3791/57551,Antimicrobial Peptides Produced by Selective Pressure Incorporation of Non-canonical Amino Acids.,pubmed,fermentation,29781997,Journal of visualized experiments : JoVE,2018-May-04,"Nature has a variety of possibilities to create new protein functions by modifying the sequence of the individual amino acid building blocks. However, all variations are based on the 20 canonical amino acids (cAAs). As a way to introduce additional physicochemical properties into polypeptides, the incorporation of non-canonical amino acids (ncAAs) is increasingly used in protein engineering. Due to their relatively short length, the modification of ribosomally synthesized and post-translationally modified peptides by ncAAs is particularly attractive. New functionalities and chemical handles can be generated by specific modifications of individual residues. The selective pressure incorporation (SPI) method utilizes auxotrophic host strains that are deprived of an essential amino acid in chemically defined growth media. Several structurally and chemically similar amino acid analogs can then be activated by the corresponding aminoacyl-tRNA synthetase and provide residue-specific cAA(s) → ncAA(s) substitutions in the target peptide or protein sequence. Although, in the context of the SPI method, ncAAs are also incorporated into the host proteome during the phase of recombinant gene expression, the majority of the cell's resources are assigned to the expression of the target gene. This enables efficient residue-specific incorporation of ncAAs often accompanied with high amounts of modified target. The presented work describes the in vivo incorporation of six proline analogs into the antimicrobial peptide nisin, a lantibiotic naturally produced by Lactococcus lactis. Antimicrobial properties of nisin can be changed and further expanded during its fermentation and expression in auxotrophic Escherichia coli strains in defined growth media. Thereby, the effects of residue-specific replacement of cAAs with ncAAs can deliver changes in antimicrobial activity and specificity. Antimicrobial activity assays and fluorescence microscopy are used to test the new nisin variants for growth inhibition of a Gram-positive Lactococcus lactis indicator strain. Mass spectroscopy is used to confirm ncAA incorporation in bioactive nisin variants.",,research_article,true,文章报告了利用选择压力掺入（SPI）方法，在大肠杆菌营养缺陷型菌株中将六种脯氨酸类似物（非天然氨基酸）残基特异性掺入抗菌肽nisin，明确描述了ncAA的发酵生产与掺入工艺，属于NNAA发酵/全细胞生产范畴。,fermentation,fermentation,yes,"proline analogs, non-canonical amino acids",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't; Video-Audio Media",true,yes,研究论文
